Title,Year,Domain,IsPM,Dimension,Present
"Visual Analytics: Definition, Process, and Challenges",2008,Transportation / Logistics,False,FE,True
"The role of explainability in creating trustworthy artificial intelligence for health care: a comprehensive survey of the terminology, design choices, and evaluation strategies",2020,Healthcare / Clinical,False,FE,True
The GuideLine Interchange Format: A Model for Representing Guidelines,1998,Healthcare / Clinical,False,FE,True
Illuminating the Path: The Research and Development Agenda for Visual Analytics,2005,Visual Analytics; HumanŒComputer Interaction; Data Science,False,FE,False
Predictive Business Process Monitoring with LSTM Neural Networks,2017,Process Mining / BPM,True,FE,False
Planning for Action: The Impact of an Asthma Action Plan Decision Support Tool Integrated into an Electronic Health Record (EHR) at a Large Health Care System,2015,Healthcare / Clinical,False,FE,True
The GuideLine Implementability Appraisal (GLIA): Development of an instrument to identify obstacles to guideline implementation,2005,Healthcare / Clinical,False,FE,True
Knowledge Generation Model for Visual Analytics,2014,Process Mining / BPM,True,FE,True
On Sense Making and the Generation of Knowledge in Visual Analytics,2022,Explainable AI / ML,False,FE,True
On Counterfactual Explanations under Predictive Multiplicity,2020,Education / Learning,False,FE,True
Modelling and quantifying the behaviours of students in lecture capture environments,2014,Education / Learning,False,FE,True
Health digital state and Smart EHR systems,2020,Healthcare / Clinical,False,FE,True
From Data Mining to Knowledge Discovery in Databases,1996,Explainable AI / ML,False,FE,True
Explanation in Artificial Intelligence: Insights from the Social Sciences,2018,Explainable AI / ML,False,FE,True
Explainable Matrix Œ Visualization for Global and Local Interpretability of Random Forest Classification Ensembles,2021,Education / Learning,False,FE,True
Explainable machine learning algorithms to identify predictors of intention to use family planning among women of reproductive-age in Ethiopia: Evidence from the Performance Monitoring and Accountability (PMA) 2021 survey data set,2025,Healthcare / Clinical,False,FE,False
Evaluating the Quality of Machine Learning Explanations: A Survey on Methods and Metrics,2021,Education / Learning,False,FE,True
Decision Support Systems: The Next Decade,1987,Explainable AI / ML,False,FE,True
Co-Designing a Real-Time Classroom Orchestration Tool to Support TeacherŒAI Complementarity,2019,Education / Learning,False,FE,True
Clinical Practice Guidelines: A Manual for Developing Evidence-Based Guidelines to Facilitate Performance Measurement and Quality Improvement,2006,Healthcare / Clinical,False,FE,True
Seeking Truth and Actionable Knowledge: How the Scientific Method Inhibits Both,,Education / Learning,False,FE,True
A Survey of Algorithmic Recourse: Contrastive Explanations and Consequential Recommendations,2021,Education / Learning,False,FE,True
A Modified LIME and Its Application to Explain Service Supply Chain Forecasting,2019,Explainable AI / ML,False,FE,False
Towards Understanding the Role of the Human in Event Log Extraction,2022,Process Mining / BPM,True,FE,False
On the Trade-offs between Adversarial Robustness and Actionable Explanations,2024,Education / Learning,False,FE,True
FACE: Feasible and Actionable Counterfactual Explanations,2020,Education / Learning,False,FE,True
Evaluating the understandability and actionability of online CKD educational materials,2024,Healthcare / Clinical,False,FE,True
Directive Explanations for Actionable Explainability in Machine Learning Applications,2023,Explainable AI / ML,False,FE,True
Evaluating Online and Offline Health Information With the Patient Education Materials Assessment Tool: Protocol for a Systematic Review,2025,Healthcare / Clinical,False,FE,True
Counterfactual Explanations Without Opening the Black Box: Automated Decisions and the GDPR,2018,Explainable AI / ML,False,FE,True
Assessing the understandability and actionability of online resources for patients undergoing hemodialysis,2025,Healthcare / Clinical,False,FE,True
Predictive monitoring of business processes: a survey,2017,Education / Learning,False,FE,True
Where Did I Misbehave? Diagnostic Information in Compliance Checking,2012,Process Mining / BPM,True,FE,True
Outlier Detection Techniques for Process Mining Applications,2008,Process Mining / BPM,True,FE,False
Algorithms for Anomaly Detection of Traces in Logs of Process Aware Information Systems,2013,Process Mining / BPM,True,FE,False
Addressing the Contemporary Challenges of Business Process Compliance: The Case for Process Mining in the Banking Industry,2025,Process Mining / BPM,True,FE,True
Integrated Exploration of Data-Intensive Business Processes [Extended Abstract],2022,Process Mining / BPM,True,TI,False
"Actionable Knowledge Discovery for Increasing Enterprise Profit, Using Domain Driven-Data Mining",2019,Data Mining / AKD,False,TI,True
"A framework for analyzing the relationships between cancer patient satisfaction, nurse care, patient attitude, and nurse attitude in healthcare systems",2022,Healthcare / Clinical,False,TI,False
YarnSense: Automated Data Storytelling for Multimodal Learning Analytics,2024,Education / Learning,False,TI,True
Why-Not Explainable Graph Recommender,2024,Explainable AI / ML,False,TI,False
When Rigor Meets Relevance: the Development of Hybrid Actionable Knowledge Production Systems,2023,Education / Learning,False,TI,True
What Is fiActionablefl Science for Climate and Environment?,2023,Explainable AI / ML,False,TI,True
What About Her? Increasing the Actionability of HUMINT in Paternalistic Cultures by Considering Female Intelligence,2022,Healthcare / Clinical,False,TI,True
User Perceptions of Actionability in Data Dashboards,2023,Public Policy / Governance,False,TI,False
TriCTI: an actionable cyber threat intelligence discovery system via trigger-enhanced neural network,2022,Explainable AI / ML,False,TI,True
Towards User Guided Actionable Recourse,2023,Explainable AI / ML,False,TI,True
Towards an Extensible Web Usage Mining Framework for Actionable Knowledge,2017,Data Mining / AKD,False,TI,True
Actionable Recommendations in the Bright Futures Child Health Supervision Guidelines,2014,Healthcare / Clinical,False,TI,False
The Heuristic Uses of Four 'Knows' for Managing Knowledge in Education,,Education / Learning,False,TI,True
The Emerging Role of Global Situational Awareness 2.0 Resources in Disaster Response,2010,Healthcare / Clinical,False,TI,True
The assessment of urban eco-efficiency of Brazilian municipalities based on directional distance functions,2025,Explainable AI / ML,False,TI,True
Telling stories: Exploring the relationship between myths and ecological wisdom,2016,Environmental / Energy,False,TI,True
Supporting school leadership decision making with holistic school analytics: Bridging the qualitative-quantitative divide using fuzzy-set qualitative comparative analysis,2018,Education / Learning,False,TI,False
Stream Reasoning for the Internet of Things: Challenges and Gap Analysis,2016,Explainable AI / ML,False,TI,True
SmartReviews: Towards Human- and Machine-Actionable Representation of Review Articles,2021,Software / Systems,False,TI,True
Smart computing based student performance evaluation framework for engineering education,2017,Education / Learning,False,TI,True
Situation Recognition Using EventShop,2016,Explainable AI / ML,False,TI,True
"Sharing science through shared values, goals, and stories: an evidence-based approach to making science matter",2021,Explainable AI / ML,False,TI,True
Secondary findings from next-generation sequencing: what does actionable in childhood really mean?,2019,Healthcare / Clinical,False,TI,False
Return of non-ACMG recommended incidental genetic findings to pediatric patients: considerations and opportunities from experiences in genomic sequencing,2022,Healthcare / Clinical,False,TI,True
Reconciling evidence-based medicine and precision medicine in the era of big data: challenges and opportunities,2016,Healthcare / Clinical,False,TI,True
Prospective Longitudinal ctDNA Workflow Reveals Clinically Actionable Alterations in Ovarian Cancer,2019,Healthcare / Clinical,False,TI,True
Policy Helix and Antecedents of Cybersecurity Policymaking Agility,2023,Public Policy / Governance,False,TI,True
PIK3R1 W624R Is an Actionable Mutation in High Grade Serous Ovarian Carcinoma,2020,Healthcare / Clinical,False,TI,False
Opportunity Map: A Visualization Framework for Fast Identification of Actionable Knowledge,2005,Software / Systems,False,TI,True
Ontological Approach in the Smart Data Paradigm as a Basis for Open Data Semantic Markup,2023,Explainable AI / ML,False,TI,True
"Next-generation sequencing, should I use anti-HER2 therapy for HER2-amplified tumors off-label? Illustrating an extrapolation framework",2022,Healthcare / Clinical,False,TI,True
Navigating Uncertainty: Challenges in Visualizing Ensemble Data and Surrogate Models for Decision Systems,2025,Explainable AI / ML,False,TI,True
Multi-Institutional Evaluation of Interrater Agreement of Biomarker-Drug Pair Rankings Based on the ESMO Scale for Clinical Actionability of Molecular Targets (ESCAT) and Sources of Discordance,2025,Healthcare / Clinical,False,TI,True
"Metrics for What, Metrics for Whom: Assessing Actionability of Bias Evaluation Metrics in NLP",2024,Explainable AI / ML,False,TI,True
Managing social media recovery: The important role of service recovery transparency in retaining customers,2022,Finance / Economics,False,TI,False
Machine Learning-Based Framework for the Analysis of Project Viability,2018,Education / Learning,False,TI,False
Learning analytics dashboard: a tool for providing actionable insights to learners,2022,Education / Learning,False,TI,True
Latent classes from complex assessments: What do they tell us?,2020,Education / Learning,False,TI,False
Knowledge Fusion for Distributed Situational Awareness driven by the WAx Conceptual Framework,2021,Explainable AI / ML,False,TI,False
Investigating the electric vehicle adoption initiatives for achieving sustainable development goals,2025,Education / Learning,False,TI,True
Individual and Group-level considerations of Actionable Recourse,2023,Education / Learning,False,TI,True
In Search of an Alternative Framework for the Creation of Actionable Knowledge: Table-Tennis Research at Ericsson,2001,Organizational Studies,False,TI,True
Implementing evidence-based assertions of clinical actionability in the context of secondary findings: Updates from the ClinGen Actionability Working Group,2024,Healthcare / Clinical,False,TI,True
Identifying actionable strategies: using Consolidated Framework for Implementation Research (CFIR)-informed interviews to evaluate the implementation of a multilevel intervention to improve colorectal cancer screening,2021,Healthcare / Clinical,False,TI,False
"Human Resources-Based Organizational Data Mining (HRODM): Themes, Trends, Focus, Future",2023,"Human Resource Management, Data Science",False,TI,True
How Clinicians Conceptualize fiActionabilityfl in Genomic Screening,2023,Healthcare / Clinical,False,TI,True
Genomically matched therapy in refractory colorectal cancer according to ESMO Scale for Clinical Actionability of Molecular Targets: experience of a comprehensive cancer centre network,2023,Healthcare / Clinical,False,TI,False
Generic Project Definitions for Improvement of Health Care Delivery: A Case-Based Approach,2011,Healthcare / Clinical,False,TI,True
Big data and technology assessment: research topic or competitor?,2017,Education / Learning,False,TI,True
Facilitation of Entrepreneurial Discovery Processes by Policymakers: An Actionable Definition of Roles and Challenges,2023,Education / Learning,False,TI,True
Explaining Aggregate Behaviour in Cognitive Agent Simulations Using Explanation,2019,Explainable AI / ML,False,TI,True
Evidential Reasoning Approach for Predicting Popularity of Instagram Posts,2024,Explainable AI / ML,False,TI,False
Enhancing Student Digital Skills: Adopting an Ecosystemic School Analytics Approach,2017,Education / Learning,False,TI,False
Enhancing Enterprise Decisions through Organizational Data Mining,2002,Finance / Economics,False,TI,True
Efficient Action Extraction with Many-to-Many Relationship between Actions and Features,2011,Explainable AI / ML,False,TI,False
Efficacy of molecularly targeted agents given in the randomised trial SHIVA01 according to the ESMO Scale for Clinical Actionability of molecular Targets,2019,Healthcare / Clinical,False,TI,False
Dissecting Generalizability and Actionability of Disease-Associated Genes From 20 Worldwide Ethnolinguistic Cultural Groups,2022,Healthcare / Clinical,False,TI,True
Development of the Patient Education Materials Assessment Tool (PEMAT): A new measure of understandability and actionability for print and audiovisual patient information,2014,Healthcare / Clinical,False,TI,False
Development of actionable quality indicators and an action implementation toolbox for appropriate antibiotic use at intensive care units: A modified-RAND Delphi study,2018,Healthcare / Clinical,False,TI,True
Development of Actionable Insights for Regulating Students™ Collaborative Writing of Scientific Texts,2022,Education / Learning,False,TI,False
Development and Actionability of the Dutch COVID-19 Dashboard: Descriptive Assessment and Expert Appraisal Study,2021,Healthcare / Clinical,False,TI,True
Design of Information and Warfare Analytics using MapReduce and Machine Learning,2017,Education / Learning,False,TI,True
Defining and Conceptualizing Actionable Insight: A Conceptual Framework for Decision-centric Analytics,2015,Explainable AI / ML,False,TI,True
Decision making for health-related research outcomes that alter diagnosis: A model from paediatric brain tumours,2024,Healthcare / Clinical,False,TI,True
Data-Driven Machine Learning-Informed Framework for Model Predictive Control in Vehicles,2025,Education / Learning,False,TI,True
Data Driven Science for Clinically Actionable Knowledge in Diseases,2024,Healthcare / Clinical,False,TI,True
Creating actionable knowledge one step at a time: An analytical framework for tracing systems and agency in niche innovation pathways,2023,Environmental / Energy,False,TI,True
"Coproducing water-energy-food Nexus actionable knowledge: Lessons from a multi-actor collaborative learning school in Uganda, East Africa",2025,Education / Learning,False,TI,True
Conceptual Framework for Prescriptive Analytics Based on Decision Theory in Smart Factories,2023,Environmental / Energy,False,TI,True
Competitive intelligence embeddedness: Drivers and performance consequences,2019,Finance / Economics,False,TI,False
CARE: Coherent Actionable Recourse based on Sound Counterfactual Explanations,2021,Healthcare / Clinical,False,TI,False
Bridging the knowledgeŒaction gap: A framework for co-producing actionable knowledge,2024,Environmental / Energy,False,TI,True
Big data analytics: transforming data to action,2017,Process Mining / BPM,True,TI,True
AWARENESS-IN-ACTION: A Critical Integralism for the Challenges of Our Times,2013,Public Policy / Governance,False,TI,True
An Open-Source Tool-Box for Asset Management Based on the Asset Condition for the Power System,2025,Healthcare / Clinical,False,TI,True
An Age-Based Framework for Evaluating Genome-Scale Sequencing Results in Newborn Screening,2019,Healthcare / Clinical,False,TI,True
AI-Driven Whole-Exome Sequencing: Advancing Variant Interpretation and Precision Medicine,2025,Healthcare / Clinical,False,TI,True
Actionable mutations in early-stage ovarian cancer according to the ESMO Scale for Clinical Actionability of molecular Targets (ESCAT): a descriptive analysis on a large prospective cohort,2025,Healthcare / Clinical,False,TI,False
Actionable Knowledge: Design Causality in the Service of Consequential Theory,1996,Education / Learning,False,TI,True
A semiquantitative metric for evaluating clinical actionability of incidental or secondary findings from genome-scale sequencing,2016,Healthcare / Clinical,False,TI,True
A look into travel motivation post-crisis: Insights from means-end chain theory,2025,Healthcare / Clinical,False,TI,True
A framework to rank genomic alterations as targets for cancer precision medicine: the ESMO Scale for Clinical Actionability of molecular Targets (ESCAT),2018,Healthcare / Clinical,False,TI,False
A framework for genomic biomarker actionability and its use in clinical decision making,2014,Healthcare / Clinical,False,TI,True
Transforming disease data into ‚actionable intelligence™,2025,Healthcare / Clinical,False,TI,True
Actionable Knowledge Discovery and Delivery,2012,Explainable AI / ML,False,TI,True
Geopolitical Forecasting and Actionable Intelligence,2022,Public Policy / Governance,False,TI,False
Knowledge and Policy: research Œ information Œ intervention,2007,Education / Learning,False,TI,True
Actionable Insights in Urban Multivariate Time-series,2021,Explainable AI / ML,False,TI,True
Communication of Actionable Information,2014,Healthcare / Clinical,False,TI,True
Generating Actionable Insights from Patient Medical Records and Structured Clinical Knowledge,2024,Healthcare / Clinical,False,TI,True
The future of artificial intelligence in intensive care: moving from predictive to actionable AI,2023,Healthcare / Clinical,False,TI,True
Actionable Intelligence,2010,Education / Learning,False,TI,False
Explainability: Actionable Information Extraction,2024,Education / Learning,False,TI,False
"Domain-Driven, Actionable Knowledge Discovery",2007,Public Policy / Governance,False,TI,True
Delivering actionable information,2004,Explainable AI / ML,False,TI,True
A Process n,2025,Process Mining / BPM,True,TI,False
Relational Calculus for Actionable Knowledge,2022,Explainable AI / ML,False,TI,True
Grand Challenges in Visual Analytics Applications,2023,Education / Learning,False,TI,True
Towards Visual Analytics for Explainable AI in Industrial Applications,2025,Explainable AI / ML,False,TI,True
The Value of Information Visualization,2008,Explainable AI / ML,False,TI,False
The Value of Visualization,2005,Explainable AI / ML,False,TI,True
White-Box Prediction of Process Performance Indicators via Flow Analysis,2017,Process Mining / BPM,True,TI,False
Process Mining Practices: Evidence from Interviews,2022,Process Mining / BPM,True,TI,False
Process Mining Manifesto,2012,Process Mining / BPM,True,TI,True
Process Mining Challenges Perceived by Analysts: An Interview Study,2022,Process Mining / BPM,True,TI,False
Process Mining and Verification of Properties: An Approach based on Temporal Logic,2005,Process Mining / BPM,True,TI,False
Process mining and lean six sigma: a novel approach to analyze the supply chain quality of a hospital,2021 (journal record); manuscript uploaded 2022,Healthcare / Clinical,False,TI,True
Prescriptive process monitoring: Quo vadis?,2022,Process Mining / BPM,True,TI,True
Predicting process performance: A white n box approach based on process models,2019,Process Mining / BPM,True,TI,True
PEM4PPM: A Cognitive Perspective on the Process of Process Mining,2023,Education / Learning,False,TI,False
Process Science: The Interdisciplinary Study of Continuous Change,2021,Process Mining / BPM,True,TI,False
Improving Process Mining Maturity Œ From Intentions to Actions,2024,Process Mining / BPM,True,TI,True
Identifying Process Improvement Opportunities through Process Execution Benchmarking,2025,Process Mining / BPM,True,TI,False
From Process Mining Insights to Process Improvement: All Talk and No Action?,2024,Process Mining / BPM,True,TI,False
From Loss of Interest to Denial: A Study on the Terminators of Process Mining Initiatives,2024,Process Mining / BPM,True,TI,False
Explaining Change with Digital Trace Data: A Framework for Temporal Bracketing,2023,Process Mining / BPM,True,TI,False
An assisted approach to business process redesign,2022,Process Mining / BPM,True,TI,True
A Framework to Support the Validation of Process Mining Inquiries,2024,Process Mining / BPM,True,TI,True
AI-augmented Business Process Management Systems: A Research Manifesto,2023,Process Mining / BPM,True,TI,True
Action-oriented process mining: bridging the gap between insights and actions,2022,Process Mining / BPM,True,TI,True
A visual approach to support process analysts in working with process improvement opportunities,2023,Process Mining / BPM,True,TI,False
"A General Process Mining Framework for Correlating, Predicting and Clustering Dynamic Behavior Based on Event Logs",2015,Process Mining / BPM,True,TI,False
The Action Engine Œ Turning Process Insights into Action,2019,Process Mining / BPM,True,TI,True
A General Framework for Action-Oriented Process Mining,2020,Process Mining / BPM,True,TI,True
A study into the contingencies of process improvement methods,2022,Healthcare / Clinical,False,TI,True
Process Mining: A Guide for Practitioners,2022,Process Mining / BPM,True,TI,False
Discovery of Improvement Opportunities in Knock-Out Checks of Business Processes,2023,Process Mining / BPM,True,TI,True
Aggregating Event Knowledge Graphs for Task Analysis,2023,Process Mining / BPM,True,TI,False
Multi-perspective Concept Drift Detection: Including the Actor Perspective,2024,Process Mining / BPM,True,TI,False
BPMN in healthcare: Challenges and best practices,2022,Healthcare / Clinical,False,TI,False
The biggest business process management problems to solve before we die,2023,Healthcare / Clinical,False,TI,False
On the Origin of Questions in Process Mining Projects,2022,Process Mining / BPM,True,TI,False
Supporting Provenance and Data Awareness in Exploratory Process Mining,2023,Process Mining / BPM,True,TI,False
Preface: Special Issue on Knowledge Representation and Reasoning for Healthcare Processes,2023,Healthcare / Clinical,False,TI,False
Enhancing Discovered Process Models with Data Object Lifecycles,2021,Healthcare / Clinical,False,TI,False
A Fresh Approach to Analyze Process Outcomes,2023,Process Mining / BPM,True,TI,True
Defining and visualizing process execution variants from partially ordered event data,2024,Process Mining / BPM,True,TI,False
Leveraging Digital Trace Data to Investigate and Support Human-Centered Work Processes,2024,Healthcare / Clinical,False,TI,False
Explaining Process Dynamics: A Process Mining Context Taxonomy for Sense-Making,2025,Process Mining / BPM,True,TI,True
Exploring Object Centric Process Mining with MIMIC IV: Unlocking Insights in Healthcare,2024,Healthcare / Clinical,False,TI,False
"Even If Explanations: Prior Work, Desiderata & Benchmarks for Semi-Factual XAI",2023,Explainable AI / ML,False,TI,True
Decomposing Counterfactual Explanations for Consequential Decision Making,2022,Education / Learning,False,TI,False
An Actionability Assessment Tool for Explainable AI,2024,Healthcare / Clinical,False,TI,True
"The Art and Science of Cause and Effect (Epilogue to *Causality: Models, Reasoning, and Inference*, 2nd ed.)",2009 (lecture delivered 1996),Explainable AI / ML,False,TI,True
"Explainable Artificial Intelligence (XAI): Concepts, Taxonomies, Opportunities and Challenges toward Responsible AI",2020,Education / Learning,False,TI,True
RetainVis: Visual Analytics with Interpretable and Interactive Recurrent Neural Networks on Electronic Medical Records,2019,Healthcare / Clinical,False,TI,False
DACE: Distribution-Aware Counterfactual Explanation by Mixed-Integer Linear Optimization,2020,Education / Learning,False,TI,True
Explainable AI: A Review of Machine Learning Interpretability Methods,2021,Education / Learning,False,TI,False
Counterfactual Explanations and Algorithmic Recourses for Machine Learning: A Review,2024,Education / Learning,False,TI,True
Navigating explanatory multiverse through counterfactual path geometry,2025,Education / Learning,False,TI,True
Medical-informed machine learning: integrating prior knowledge into medical decision systems,2024,Healthcare / Clinical,False,TI,True
An Explanatory Model Steering System for Collaboration between Domain Experts and AI,2024,Healthcare / Clinical,False,TI,True
Explanation User Interfaces: A Systematic Literature Review,2025,Healthcare / Clinical,False,TI,True
DECE: Decision Explorer with Counterfactual Explanations for Machine Learning Models,2021,Healthcare / Clinical,False,TI,True
Data-Driven Simulation in Process Mining: Introducing a Reference Model,2023,Process Mining / BPM,True,TI,True
What Constitutes an fiActionable Insightfl in Learning Analytics?,2018,Education / Learning,False,TI,True
What Clinicians Want: Contextualizing Explainable Machine Learning for Clinical End Use,2019,Healthcare / Clinical,False,TI,True
"Visual Analytics: Definition, Process, and Challenges",2008,Transportation / Logistics,False,TI,True
"The role of explainability in creating trustworthy artificial intelligence for health care: a comprehensive survey of the terminology, design choices, and evaluation strategies",2020,Healthcare / Clinical,False,TI,False
The GuideLine Interchange Format: A Model for Representing Guidelines,1998,Healthcare / Clinical,False,TI,True
Illuminating the Path: The Research and Development Agenda for Visual Analytics,2005,Visual Analytics; HumanŒComputer Interaction; Data Science,False,TI,False
Predictive Business Process Monitoring with LSTM Neural Networks,2017,Process Mining / BPM,True,TI,False
Planning for Action: The Impact of an Asthma Action Plan Decision Support Tool Integrated into an Electronic Health Record (EHR) at a Large Health Care System,2015,Healthcare / Clinical,False,TI,True
The GuideLine Implementability Appraisal (GLIA): Development of an instrument to identify obstacles to guideline implementation,2005,Healthcare / Clinical,False,TI,False
Knowledge Generation Model for Visual Analytics,2014,Process Mining / BPM,True,TI,True
On Sense Making and the Generation of Knowledge in Visual Analytics,2022,Explainable AI / ML,False,TI,True
On Counterfactual Explanations under Predictive Multiplicity,2020,Education / Learning,False,TI,True
Modelling and quantifying the behaviours of students in lecture capture environments,2014,Education / Learning,False,TI,True
Health digital state and Smart EHR systems,2020,Healthcare / Clinical,False,TI,True
From Data Mining to Knowledge Discovery in Databases,1996,Explainable AI / ML,False,TI,False
Explanation in Artificial Intelligence: Insights from the Social Sciences,2018,Explainable AI / ML,False,TI,True
Explainable Matrix Œ Visualization for Global and Local Interpretability of Random Forest Classification Ensembles,2021,Education / Learning,False,TI,False
Explainable machine learning algorithms to identify predictors of intention to use family planning among women of reproductive-age in Ethiopia: Evidence from the Performance Monitoring and Accountability (PMA) 2021 survey data set,2025,Healthcare / Clinical,False,TI,False
Evaluating the Quality of Machine Learning Explanations: A Survey on Methods and Metrics,2021,Education / Learning,False,TI,False
Decision Support Systems: The Next Decade,1987,Explainable AI / ML,False,TI,True
Co-Designing a Real-Time Classroom Orchestration Tool to Support TeacherŒAI Complementarity,2019,Education / Learning,False,TI,True
Clinical Practice Guidelines: A Manual for Developing Evidence-Based Guidelines to Facilitate Performance Measurement and Quality Improvement,2006,Healthcare / Clinical,False,TI,True
Seeking Truth and Actionable Knowledge: How the Scientific Method Inhibits Both,,Education / Learning,False,TI,True
A Survey of Algorithmic Recourse: Contrastive Explanations and Consequential Recommendations,2021,Education / Learning,False,TI,True
A Modified LIME and Its Application to Explain Service Supply Chain Forecasting,2019,Explainable AI / ML,False,TI,False
Towards Understanding the Role of the Human in Event Log Extraction,2022,Process Mining / BPM,True,TI,False
On the Trade-offs between Adversarial Robustness and Actionable Explanations,2024,Education / Learning,False,TI,True
FACE: Feasible and Actionable Counterfactual Explanations,2020,Education / Learning,False,TI,True
Evaluating the understandability and actionability of online CKD educational materials,2024,Healthcare / Clinical,False,TI,False
Directive Explanations for Actionable Explainability in Machine Learning Applications,2023,Explainable AI / ML,False,TI,True
Evaluating Online and Offline Health Information With the Patient Education Materials Assessment Tool: Protocol for a Systematic Review,2025,Healthcare / Clinical,False,TI,False
Counterfactual Explanations Without Opening the Black Box: Automated Decisions and the GDPR,2018,Explainable AI / ML,False,TI,True
Assessing the understandability and actionability of online resources for patients undergoing hemodialysis,2025,Healthcare / Clinical,False,TI,False
Predictive monitoring of business processes: a survey,2017,Education / Learning,False,TI,True
Where Did I Misbehave? Diagnostic Information in Compliance Checking,2012,Process Mining / BPM,True,TI,True
Outlier Detection Techniques for Process Mining Applications,2008,Process Mining / BPM,True,TI,False
Algorithms for Anomaly Detection of Traces in Logs of Process Aware Information Systems,2013,Process Mining / BPM,True,TI,False
Addressing the Contemporary Challenges of Business Process Compliance: The Case for Process Mining in the Banking Industry,2025,Process Mining / BPM,True,TI,True
Integrated Exploration of Data-Intensive Business Processes [Extended Abstract],2022,Process Mining / BPM,True,EX,False
"Actionable Knowledge Discovery for Increasing Enterprise Profit, Using Domain Driven-Data Mining",2019,Data Mining / AKD,False,EX,True
"A framework for analyzing the relationships between cancer patient satisfaction, nurse care, patient attitude, and nurse attitude in healthcare systems",2022,Healthcare / Clinical,False,EX,False
YarnSense: Automated Data Storytelling for Multimodal Learning Analytics,2024,Education / Learning,False,EX,True
Why-Not Explainable Graph Recommender,2024,Explainable AI / ML,False,EX,True
When Rigor Meets Relevance: the Development of Hybrid Actionable Knowledge Production Systems,2023,Education / Learning,False,EX,False
What Is fiActionablefl Science for Climate and Environment?,2023,Explainable AI / ML,False,EX,True
What About Her? Increasing the Actionability of HUMINT in Paternalistic Cultures by Considering Female Intelligence,2022,Healthcare / Clinical,False,EX,True
User Perceptions of Actionability in Data Dashboards,2023,Public Policy / Governance,False,EX,True
TriCTI: an actionable cyber threat intelligence discovery system via trigger-enhanced neural network,2022,Explainable AI / ML,False,EX,True
Towards User Guided Actionable Recourse,2023,Explainable AI / ML,False,EX,True
Towards an Extensible Web Usage Mining Framework for Actionable Knowledge,2017,Data Mining / AKD,False,EX,True
Actionable Recommendations in the Bright Futures Child Health Supervision Guidelines,2014,Healthcare / Clinical,False,EX,True
The Heuristic Uses of Four 'Knows' for Managing Knowledge in Education,,Education / Learning,False,EX,True
The Emerging Role of Global Situational Awareness 2.0 Resources in Disaster Response,2010,Healthcare / Clinical,False,EX,True
The assessment of urban eco-efficiency of Brazilian municipalities based on directional distance functions,2025,Explainable AI / ML,False,EX,True
Telling stories: Exploring the relationship between myths and ecological wisdom,2016,Environmental / Energy,False,EX,True
Supporting school leadership decision making with holistic school analytics: Bridging the qualitative-quantitative divide using fuzzy-set qualitative comparative analysis,2018,Education / Learning,False,EX,True
Stream Reasoning for the Internet of Things: Challenges and Gap Analysis,2016,Explainable AI / ML,False,EX,False
SmartReviews: Towards Human- and Machine-Actionable Representation of Review Articles,2021,Software / Systems,False,EX,True
Smart computing based student performance evaluation framework for engineering education,2017,Education / Learning,False,EX,True
Situation Recognition Using EventShop,2016,Explainable AI / ML,False,EX,True
"Sharing science through shared values, goals, and stories: an evidence-based approach to making science matter",2021,Explainable AI / ML,False,EX,True
Secondary findings from next-generation sequencing: what does actionable in childhood really mean?,2019,Healthcare / Clinical,False,EX,False
Return of non-ACMG recommended incidental genetic findings to pediatric patients: considerations and opportunities from experiences in genomic sequencing,2022,Healthcare / Clinical,False,EX,True
Reconciling evidence-based medicine and precision medicine in the era of big data: challenges and opportunities,2016,Healthcare / Clinical,False,EX,True
Prospective Longitudinal ctDNA Workflow Reveals Clinically Actionable Alterations in Ovarian Cancer,2019,Healthcare / Clinical,False,EX,True
Policy Helix and Antecedents of Cybersecurity Policymaking Agility,2023,Public Policy / Governance,False,EX,True
PIK3R1 W624R Is an Actionable Mutation in High Grade Serous Ovarian Carcinoma,2020,Healthcare / Clinical,False,EX,True
Opportunity Map: A Visualization Framework for Fast Identification of Actionable Knowledge,2005,Software / Systems,False,EX,True
Ontological Approach in the Smart Data Paradigm as a Basis for Open Data Semantic Markup,2023,Explainable AI / ML,False,EX,True
"Next-generation sequencing, should I use anti-HER2 therapy for HER2-amplified tumors off-label? Illustrating an extrapolation framework",2022,Healthcare / Clinical,False,EX,True
Navigating Uncertainty: Challenges in Visualizing Ensemble Data and Surrogate Models for Decision Systems,2025,Explainable AI / ML,False,EX,True
Multi-Institutional Evaluation of Interrater Agreement of Biomarker-Drug Pair Rankings Based on the ESMO Scale for Clinical Actionability of Molecular Targets (ESCAT) and Sources of Discordance,2025,Healthcare / Clinical,False,EX,True
"Metrics for What, Metrics for Whom: Assessing Actionability of Bias Evaluation Metrics in NLP",2024,Explainable AI / ML,False,EX,True
Managing social media recovery: The important role of service recovery transparency in retaining customers,2022,Finance / Economics,False,EX,True
Machine Learning-Based Framework for the Analysis of Project Viability,2018,Education / Learning,False,EX,True
Learning analytics dashboard: a tool for providing actionable insights to learners,2022,Education / Learning,False,EX,True
Latent classes from complex assessments: What do they tell us?,2020,Education / Learning,False,EX,True
Knowledge Fusion for Distributed Situational Awareness driven by the WAx Conceptual Framework,2021,Explainable AI / ML,False,EX,True
Investigating the electric vehicle adoption initiatives for achieving sustainable development goals,2025,Education / Learning,False,EX,True
