Title,Year,Discipline/Domain,Subdomain/Topic,Eligible,Actionability Term Used,Need Without Definition,Contains Definition,Contains Features/Dimensions,Contains Framework/Model,Operationalization Present,CL,CR,FE,TI,EX,GA,Overall Relevance Score,Operationalization Score,General Summary of the Paper,How Understood,What Makes Actionable,How Achieved,Quotes_TermUsed,Quotes_NeedWODef,Quotes_WhatMakes,Quotes_Dimensions,Quotes_Supporting,Domain
What Constitutes an fiActionable Insightfl in Learning Analytics?,2018,Learning Analytics / Education,Conceptualization and definition of fiactionable insightfl,Eligible,Yes,No,Yes,Yes,Yes,Partial Š recommends mapping action capabilities and feedback loops; not a concrete step-by-step method (pp. 209Œ210). :contentReference[oaicite:7]{index=7},True,True,True,True,True,True,90,45,"The paper surveys how fiactionable insight(s)fl is used within learning analytics, noting that most sources rely on implicit meanings. It identifies a prevailing fidata
n
informed decision
n
makingfl perspective that assumes a rational actor who mines insights and then acts, often toward institutional goals like retention. The authors contrast this with examples and frameworks across actors (students, mentors, teachers, designers), highlighting how agency and context shape what counts as actionable. They argue for reframing actionability around feedback loops tied to concrete action capabilities and goals, proposing that insights become actionable when they enable corrective procedures within the same set of actions that produced the data. (pp. 198Œ210) :contentReference[oaicite:16]{index=16}

---","Actionability = insight tied to a **feedback loop** within the **same set of actions** that generated the data, enabling corrective procedures by an actor with relevant action capabilities. 

> fiSo ‚actionable™ here means ‚belonging to the same set of actions that produce the data,™ while ‚insight™ means ‚data that allows a (self-)corrective procedure.™fl (pp. 209Œ210) :contentReference[oaicite:21]{index=21}

---","- **Belongs to the same action set that produced the data** 

 > fiFrom such a perspective, the term ‚actionable insight™ has been approached from the wrong end- it is from specific action capabilities that insights are engendered.fl (p. 209) :contentReference[oaicite:22]{index=22}

- **Enables a corrective feedback loop** 

 > fi‚Actionable insights™ simply means creating a feedback loop- data that allows a (self-)corrective procedure.fl (pp. 209Œ210) :contentReference[oaicite:23]{index=23}

- **Mapped workflow, goals, and couplings identified** 

 > fi-map out the workflow of actions, the end goals of the actors involved, and the relevant couplings between them.fl (p. 198) :contentReference[oaicite:24]{index=24}

- **Alignment of subjectŒobjectŒclient** 

 > fiIn order to set up a feedback loop, the subject, object, and client must always refer to the same set of actions.fl (p. 209) :contentReference[oaicite:25]{index=25}

- **Transparency sufficient to guide action** 

 > fiThis transparency in risk calculations is essential in order for instructors and students to understand how best to act upon the predictions.fl (p. 202) :contentReference[oaicite:26]{index=26}

- **Instructional sensitivity (effects of interventions are traceable)** 

 > fiHaving assessment tools with high instructional sensitivity will- allow a teacher to accurately gauge and adjust her intervention.fl (p. 210) :contentReference[oaicite:27]{index=27}

---","- **Framework/Approach Name(s):** 

 Clow™s Learning Analytics Cycle; Rienties et
n
al.™s Analytics4Action Evaluation Framework (A4AEF); Cooper™s subjectŒobjectŒclient distinctions; authors™ agencyŒimpact schematic (Fig.
n
1). (pp. 204Œ209) :contentReference[oaicite:28]{index=28}

- **Methods/Levers:** 

 Identify actor™s action capabilities; align data with those actions; ensure transparency; measure instructional sensitivity; close the loop through interventions appropriate to the actor™s agency. (pp. 206Œ210) :contentReference[oaicite:29]{index=29}

- **Operational Steps / Workflow:** 

 1) Map actors, goals, and current workflows; 2) Determine which actions generate data; 3) Align subjectŒobjectŒclient to the same action set; 4) Design feedback that is traceably linked to interventions; 5) Evaluate impact and adjust. (pp. 209Œ210) :contentReference[oaicite:30]{index=30}

- **Data & Measures:** 

 Validity/reliability, statistical significance/confidence (as necessary qualifiers for action); instructional sensitivity to detect intervention effects. (pp. 200, 210) :contentReference[oaicite:31]{index=31}

- **Implementation Context:** 

 Varies by actor (students, mentors, teachers, designers, administrators), each with different agency/impact (Fig. 1). (pp. 206Œ207) :contentReference[oaicite:32]{index=32} 

> fiAsking what insights a data set can yield requires that we ask what actions produced the data and- who performed the actions and to what end.fl (p. 209) :contentReference[oaicite:33]{index=33}

---",[],[],"[('fiFrom such a perspective, the term ‚actionable insight™ has been approached from the wrong end- it is from specific action capabilities that insights are engendered.fl (p. 209) :contentReference[oaicite:22]{index=22}', ''), ('fi‚Actionable insights™ simply means creating a feedback loop- data that allows a (self-)corrective procedure.fl (pp. 209Œ210) :contentReference[oaicite:23]{index=23}', ''), ('fi-map out the workflow of actions, the end goals of the actors involved, and the relevant couplings between them.fl (p. 198) :contentReference[oaicite:24]{index=24}', ''), ('fiIn order to set up a feedback loop, the subject, object, and client must always refer to the same set of actions.fl (p. 209) :contentReference[oaicite:25]{index=25}', ''), ('fiThis transparency in risk calculations is essential in order for instructors and students to understand how best to act upon the predictions.fl (p. 202) :contentReference[oaicite:26]{index=26}', ''), ('fiHaving assessment tools with high instructional sensitivity will- allow a teacher to accurately gauge and adjust her intervention.fl (p. 210) :contentReference[oaicite:27]{index=27}', '')]",[],[],Education / Learning
What Clinicians Want: Contextualizing Explainable Machine Learning for Clinical End Use,2019,Healthcare AI / Clinical Machine Learning,"Explainable AI (XAI), clinician trust, evaluation metrics for explanations",Eligible,Yes,Yes,No,Yes,Yes,Yes,True,True,True,True,True,True,78,62,"The authors interview 10 acute
n
care clinicians (ICU and ED) to understand when and how explainability fosters trust in clinical ML tools. From qualitative analysis, they derive explanation classes (feature importance, instance
n
level examples, uncertainty, temporal explanations, transparent design) and propose evaluation metrics (domain
n
appropriate representation, potential actionability, consistency). They situate these asks against existing XAI methods, highlighting gaps for clinical usability (e.g., calibration, temporal reasoning, patient
n
level attributions). The paper contributes a clinician
n
informed agenda for explainable ML in healthcare. :contentReference[oaicite:5]{index=5}

---","Implicitly, an explanation is actionable if it *guides concrete next steps* (interventions, tests, data collection), *fits the clinical context*, and is *timely and concise* so clinicians can use it under time pressure. 

> fiProvide **parsimonious and actionable steps** clinicians can undertake.fl (p. 6) :contentReference[oaicite:9]{index=9} 

> fiExplanations- should **inform follow
n
up clinical workflow**- **parsimonious and timely**.fl (pp. 9Œ10) :contentReference[oaicite:10]{index=10}

---","- **Workflow
n
directing:** Must inform what to do next. 

 > fiExplanations- should **inform follow
n
up clinical workflow**-fl (pp. 9Œ10) :contentReference[oaicite:11]{index=11}

- **Parsimony & Timeliness:** Concise and fast to interpret. 

 > fiThe explanation should be **parsimonious and timely**.fl (pp. 9Œ10) :contentReference[oaicite:12]{index=12}

- **Context Fit (Domain
n
appropriate):** Relevant to the care setting and current task. 

 > fiThe quality of the explanation should be evaluated- **coherent with respect to the application task**- careful filtering of the information most useful at any instant.fl (p. 9) :contentReference[oaicite:13]{index=13}

- **Consistency/Robustness:** Explanations should vary sensibly with predictions and be stable to design variations. 

 > fiThe set of explanations should be **injective**- and **invariant to underlying design variations**- Lack of consistency- **violates reliable actionability**.fl (p. 10) :contentReference[oaicite:14]{index=14}

- **Feasibility of Action:** Should suggest plausible interventions or data to collect. 

 > fiProvide- **actionable steps**- (e.g., **potential interventions or data collection**).fl (p. 6) :contentReference[oaicite:15]{index=15}

---","- **Framework/Approach Name(s):** Classes of explanations + evaluation metrics tailored to clinical end
n
use. :contentReference[oaicite:16]{index=16} 

- **Methods/Levers:** Feature importance (patient
n
level + population
n
level), instance
n
level examples (with cautions on similarity), **uncertainty** (calibration, individual
n
level error), **temporal explanations** (patient trajectories), **transparent design** (rules/trees/distillation). (pp. 6Œ9) :contentReference[oaicite:17]{index=17} 

- **Operational Steps / Workflow:** 

 1) Present prediction with **certainty score**; 2) surface **clinically relevant features** (patient
n
specific when possible); 3) show **temporal change** in patient state when applicable; 4) ensure **domain
n
appropriate representation**; 5) design for **consistency**; 6) link to **specific next steps** (tests/interventions/data collection). (pp. 6Œ10) :contentReference[oaicite:18]{index=18} 

- **Data & Measures:** Temporal vitals/EHR signals; metrics such as calibration and user
n
study
n
based evaluation of representation and consistency. (pp. 6Œ9) :contentReference[oaicite:19]{index=19} 

- **Implementation Context:** Acute care (ICU/ED) with time constraints and alarm fatigue; explanations must not add cognitive overload. (pp. 7, 10) :contentReference[oaicite:20]{index=20} 

> fiPresenting **certainty score** on model performance or predictions is perceived- as a sort of explanation-fl (p. 7) :contentReference[oaicite:21]{index=21}

---",[],[],"[('fiExplanations- should **inform follow', ''), ('fiThe explanation should be **parsimonious and timely**.fl (pp. 9Œ10) :contentReference[oaicite:12]{index=12}', ''), ('fiThe quality of the explanation should be evaluated- **coherent with respect to the application task**- careful filtering of the information most useful at any instant.fl (p. 9) :contentReference[oaicite:13]{index=13}', ''), ('fiThe set of explanations should be **injective**- and **invariant to underlying design variations**- Lack of consistency- **violates reliable actionability**.fl (p. 10) :contentReference[oaicite:14]{index=14}', ''), ('fiProvide- **actionable steps**- (e.g., **potential interventions or data collection**).fl (p. 6) :contentReference[oaicite:15]{index=15}', '')]",[],[],Healthcare / Clinical
"Visual Analytics: Definition, Process, and Challenges",2008,Visualization / Visual Analytics / HumanŒComputer Interaction,Definition and scope of visual analytics; integration of automated analysis and interactive visualization; process and challenges,Eligible (implicit and substantive treatment of making insights usable for decisions and fiactionfl),No,Yes,No,Yes,Yes,Partial (high-level workflow and design levers; illustrative applications). (pp. 164Œ171). :contentReference[oaicite:7]{index=7},True,True,True,True,True,True,78,52,"The authors define visual analytics (VA) as combining automated analysis with interactive visualizations to enable understanding, reasoning, and decision making over large, complex data. They motivate VA by the information overload problem and argue for transparency and humanŒmachine cooperation along the data-to-decision path. The paper distinguishes VA from traditional information visualization, emphasizes interdisciplinary integration (data management, mining, perception & cognition, HCI), and outlines a sense-making loop and mantra (fiAnalyze first-fl) that foreground analytics throughout interaction. It presents application sketches (movement data analysis; multilevel air-transport networks) and enumerates technical challenges: scalability, uncertainty/quality representation, level-of-detail, interaction, device adaptation, evaluation, and infrastructure. :contentReference[oaicite:13]{index=13}

---","**Implicit conceptualization:** Actionable outcomes are decision-ready assessments that are timely, defensible, understandable, and communicated in a way that enables action; they arise from tight integration of automated analysis with interactive visualization and human judgment. 

> fiVisual analytics combines automated analysis techniques with interactive visualizations for an effective understanding, reasoning and decision making-fl (p. 157). :contentReference[oaicite:19]{index=19} 

> fiProvide timely, defensible, and understandable assessments. Œ Communicate assessment effectively for action.fl (p. 157). :contentReference[oaicite:20]{index=20}

---","- **Timeliness:** 

 > fiProvide timely - assessments.fl (p. 157). :contentReference[oaicite:21]{index=21}

- **Defensibility/Validity:** 

 > fiProvide - defensible - assessments.fl (p. 157). :contentReference[oaicite:22]{index=22}

- **Understandability/Clarity:** 

 > fiProvide - understandable assessments.fl (p. 157). :contentReference[oaicite:23]{index=23}

- **Communication for Action:** 

 > fiCommunicate assessment effectively for action.fl (p. 157). :contentReference[oaicite:24]{index=24}

- **Task/Goal Alignment:** 

 > fiThe user has to be the ultimate authority in giving the direction of the analysis along his or her specific task.fl (p. 156). :contentReference[oaicite:25]{index=25}

- **Quality/Uncertainty Transparency:** 

 > fithe notion of data quality, and the confidence of the analysis algorithm needs to be appropriately represented - The user needs to be aware of these - at any stagefl (p. 167). :contentReference[oaicite:26]{index=26}

- **Scalability & Level of Detail:** 

 > fiTechniques need to be able to scale with the size and dimensionality-fl; fivisualize - on several levels of detailfl (pp. 167Œ168). :contentReference[oaicite:27]{index=27}

- **Effective Interaction:** 

 > finovel interaction techniques - seamless, intuitive visual communication - memorizing insights and making informed decisions.fl (p. 168). :contentReference[oaicite:28]{index=28}

---","- **Framework/Approach Name(s):** Sense-making loop (after van Wijk); Visual Analytics pipeline; fiAnalyze first, Show the Important, Zoom, filter and analyze further, Details on demand.fl (pp. 164Œ165, 159). :contentReference[oaicite:29]{index=29} 

- **Methods/Levers:** Tight integration of automated algorithms (clustering, classification, summarization) with interactive, task-driven visualization; representation of uncertainty/quality; scalable data management; human-in-the-loop parameter steering. (pp. 159, 167Œ170). :contentReference[oaicite:30]{index=30} 

- **Operational Steps / Workflow:** Initial analysis 
®
 visualization & interaction 
®
 exploration & analysis 
®
 hypothesis and specification 
®
 analyze further (iterative loop). (Fig. 4, p. 165). :contentReference[oaicite:31]{index=31} 

- **Data & Measures:** Heterogeneous, high-dimensional, spatio-temporal and network data; measures include clustering outputs, temporal histograms, derived routes/communities. (pp. 169Œ172). :contentReference[oaicite:32]{index=32} 

- **Implementation Context:** Examples in GPS movement analysis (stops, clusters, routes) and multilevel airline network communities, demonstrating how computational summaries plus interactive visualization enable interpretation and decision-relevant insights. (pp. 169Œ172). :contentReference[oaicite:33]{index=33} 

> fiVisualization enables human cognition and reasoning, which, in turn, direct and control the further analysis by means of - database, computational, and visual techniques.fl (p. 170). :contentReference[oaicite:34]{index=34}

---",[],[],"[('fiProvide timely - assessments.fl (p. 157). :contentReference[oaicite:21]{index=21}', ''), ('fiProvide - defensible - assessments.fl (p. 157). :contentReference[oaicite:22]{index=22}', ''), ('fiProvide - understandable assessments.fl (p. 157). :contentReference[oaicite:23]{index=23}', ''), ('fiCommunicate assessment effectively for action.fl (p. 157). :contentReference[oaicite:24]{index=24}', ''), ('fiThe user has to be the ultimate authority in giving the direction of the analysis along his or her specific task.fl (p. 156). :contentReference[oaicite:25]{index=25}', ''), ('fithe notion of data quality, and the confidence of the analysis algorithm needs to be appropriately represented - The user needs to be aware of these - at any stagefl (p. 167). :contentReference[oaicite:26]{index=26}', ''), ('fiTechniques need to be able to scale with the size and dimensionality-fl; fivisualize - on several levels of detailfl (pp. 167Œ168). :contentReference[oaicite:27]{index=27}', ''), ('finovel interaction techniques - seamless, intuitive visual communication - memorizing insights and making informed decisions.fl (p. 168). :contentReference[oaicite:28]{index=28}', '')]",[],[],Transportation / Logistics
"The role of explainability in creating trustworthy artificial intelligence for health care: a comprehensive survey of the terminology, design choices, and evaluation strategies",2020,Biomedical Informatics / Artificial Intelligence in Health Care,Explainable AI (XAI); Trustworthy AI; Evaluation metrics; Method selection framework,Not Eligible,No,No,No,Yes,Yes,Yes,True,True,True,False,True,True,38,30,"This comprehensive survey clarifies terminology around explainability, interpretability, and fidelity, proposing a structured set of propertiesŠclarity and parsimony (interpretability), completeness and soundness (fidelity)Šthat explanations should satisfy. It classifies XAI approaches into model-based, attribution-based, and example-based methods, each with global or local scope, and maps which properties are satisfied or measurable. The authors assess available quantitative evaluation metrics, highlighting gaps (e.g., limited metrics for clarity of local explanations and for example-based methods). They provide a step-by-step framework to choose between explainable modeling and post
n
hoc explanations based on application needs and trade-offs with predictive performance, and argue that explainable modeling often best supports trustworthy AI in health care, complemented by measures like data quality reporting, external validation, and regulation. :contentReference[oaicite:6]{index=6}

---","N/A Š not addressed. The paper defines explainability (interpretability + fidelity), not actionability. :contentReference[oaicite:9]{index=9}

---","N/A Š not discussed. (Paper enumerates properties of explanations rather than conditions for fiactionability.fl) :contentReference[oaicite:10]{index=10}

---","N/A Š operationalization pertains to explainability methods and evaluation, not actionability. :contentReference[oaicite:11]{index=11}

---",[],[],[],[],[],Healthcare / Clinical
The GuideLine Interchange Format: A Model for Representing Guidelines,1998,Medical Informatics / Health Informatics,Representation and interchange of clinical practice guidelines; decision support interoperability,"Eligible (implicit and substantive treatment of what makes guidelines actionable via formal representation, criteria, branching, and operational workflow)",No,Yes,No,Yes,Yes,Yes,True,True,True,True,True,True,78,85,"The authors introduce GLIF, a guideline interchange specification comprising an object
n
oriented model (classes for guideline entities such as steps, criteria, actions) and a textual syntax for encoding guidelines so they can be shared and executed by different applications. They analyze four precursor systems (Arden/MLMs, GEODE
n
CM, MBTA, EON) to derive representational requirements (steps, branching, criteria, eligibility, actions, synchronization, links to didactics). They then present GLIF™s classes and control
n
flow constructs and demonstrate a worked example (vaccine recommendation). A pilot study encodes four real guidelines (influenza vaccine, cholesterol management, breast
n
mass workup, breast
n
cancer protocol), finding GLIF expressive but revealing variability across encoders and highlighting needs for standard vocabularies, formal criterion logic, temporal reasoning, and uncertainty handling. (pp. 360Œ366, 366Œ371) :contentReference[oaicite:5]{index=5}

---","Implicit: a guideline is fiactionablefl when encoded in a formal structure that specifies eligibility, decisions, and actions with sufficient precision for computer systems to generate patient
n
specific recommendations and direct next steps. 

> fiThe GLIF specification consists of- classes for guideline entities- [and] a format of the text file that contains the encoding.fl (p. 365) :contentReference[oaicite:10]{index=10}

---","- **Explicit eligibility criteria to enter the guideline** 

 > fiEligibility criteria- are conditions that must be true before a guideline can be applied to a particular patient.fl (p. 365) :contentReference[oaicite:11]{index=11}

- **Structured steps specifying actions and control flow** 

 > fiThere are four types of guideline steps: action steps, conditional steps, branch steps, and synchronization steps.fl (p. 365) :contentReference[oaicite:12]{index=12}

- **Criteria (ficonditionsfl) that gate transitions** 

 > fiA conditional step contains a condition- If the condition is true- otherwise-fl (p. 365) :contentReference[oaicite:13]{index=13}

- **Support for branching and synchronization of parallel tasks** 

 > fiThe author specifies whether all, some, or only one of these steps must take place- [with] a synchronization step.fl (p. 366) :contentReference[oaicite:14]{index=14}

- **Patient
n
data elements bound to actions/assessments** 

 > fiIf the action involves the collection of patient data, such data are specified as a set of data elements-fl (p. 365) :contentReference[oaicite:15]{index=15}

- **Didactic links and explanations to support use and rationale** 

 > fiDidactics provide background- locally as text- or by reference to a URL- Other classes- allow optional inclusion of external didactic information.fl (p. 365) :contentReference[oaicite:16]{index=16}

---","- **Framework/Approach Name(s):** GuideLine Interchange Format (GLIF). (p. 358) :contentReference[oaicite:17]{index=17} 

- **Methods/Levers:** Object
n
oriented classes (Guideline, Guideline Step, Action Specification, Criterion, Patient Data, Supplemental Material); explicit control
n
flow (conditional/branch/synchronization); eligibility; start step. (pp. 364Œ366; *Figure 1*, p. 364 shows class hierarchy) :contentReference[oaicite:18]{index=18} 

- **Operational Steps / Workflow:** Encode guideline into GLIF syntax 
®
 map eligibility, steps, criteria, data elements, and didactics 
®
 (optionally) decompose complex actions into subguidelines 
®
 execute in CDS applications that read GLIF. The *Figure 3* flowchart (p. 366) demonstrates end
n
to
n
end control flow for vaccination. :contentReference[oaicite:19]{index=19} 

- **Data & Measures:** Patient data elements with types, acceptable values, and temporal constraints; criteria evaluated to direct next actions. (p. 365) :contentReference[oaicite:20]{index=20} 

- **Implementation Context:** Pilot encodings of four guidelines (influenza, cholesterol, breast
n
mass workup, breast
n
cancer protocol) across sites to test expressivity and identify variability. (pp. 366Œ368; Table 1, Table 2) :contentReference[oaicite:21]{index=21} 

> fiThe encoders reported that GLIF was adequately expressive- [but] a comparison- revealed substantial variability.fl (p. 358) :contentReference[oaicite:22]{index=22}

---",[],[],"[('fiEligibility criteria- are conditions that must be true before a guideline can be applied to a particular patient.fl (p. 365) :contentReference[oaicite:11]{index=11}', ''), ('fiThere are four types of guideline steps: action steps, conditional steps, branch steps, and synchronization steps.fl (p. 365) :contentReference[oaicite:12]{index=12}', ''), ('fiA conditional step contains a condition- If the condition is true- otherwise-fl (p. 365) :contentReference[oaicite:13]{index=13}', ''), ('fiThe author specifies whether all, some, or only one of these steps must take place- [with] a synchronization step.fl (p. 366) :contentReference[oaicite:14]{index=14}', ''), ('fiIf the action involves the collection of patient data, such data are specified as a set of data elements-fl (p. 365) :contentReference[oaicite:15]{index=15}', ''), ('fiDidactics provide background- locally as text- or by reference to a URL- Other classes- allow optional inclusion of external didactic information.fl (p. 365) :contentReference[oaicite:16]{index=16}', '')]",[],[],Healthcare / Clinical
Illuminating the Path: The Research and Development Agenda for Visual Analytics,2005,Visual Analytics; HumanŒComputer Interaction; Data Science,"Analytics reasoning; data representations & transformations; production, presentation & dissemination; evaluation methods",Not Eligible,No,Yes,No,No,Yes,Yes,False,False,False,False,True,True,25,30,"The report outlines a national research and development agenda for visual analytics (VA) initiated by DHS™s NVAC. It frames VA as the science of enabling analytic reasoning through interactive visual interfaces and proposes research needs in data representation/transformations, interaction techniques, information synthesis, and production/presentation/dissemination. The document emphasizes evaluation methodologies, scalability concerns, and bridging research to practice with concrete recommendations. Its aim is to coordinate multi
n
disciplinary efforts that can handle complex, dynamic data and support effective analyst workflows. 

---","N/A Š the paper does not define fiactionabilityfl. It frames effectiveness in terms of supporting analytic reasoning, evaluation, and communication.

---","N/A Š no explicit or implicit criteria tied to fiactionabilityfl as such.

---","N/A for fiactionabilityfl specifically. (The report operationalizes VA research areas and evaluation, not actionability.)

---",[],[],[],[],[],Visual Analytics; HumanŒComputer Interaction; Data Science
Predictive Business Process Monitoring with LSTM Neural Networks,2017,Process Mining / Business Process Management,Predictive Process Monitoring using LSTM Neural Networks,Not Eligible,No,No,No,No,Yes,Yes,False,False,False,False,False,False,20,30,"The paper explores the application of Long Short-Term Memory (LSTM) neural networks to predictive business process monitoring, aiming to deliver consistently accurate results across diverse prediction tasks and datasets. The authors present LSTM-based approaches for predicting the next event and its timestamp, the continuation of an ongoing case, and the remaining cycle time of a process instance. They compare their architecturesŠsingle-task, fully shared multi-task, and hybrid multi-taskŠagainst established baselines, including process mining techniques and other predictive models. Using real-life event logs, the results show LSTMs outperform baselines, especially on shorter prefixes. The study also identifies challenges in handling logs with repeated activities. The approach is shown to be extensible to other prediction problems within process monitoring.

---","N/A

---","N/A

---","N/A Š While the paper operationalizes predictive modeling, it does not link results to ""actionability.""

---",[],[],[],[],[],Process Mining / BPM
Planning for Action: The Impact of an Asthma Action Plan Decision Support Tool Integrated into an Electronic Health Record (EHR) at a Large Health Care System,2015,"Healthcare, Decision Support Systems","Asthma Management, Clinical Decision Support",Yes,N/A,N/A,Yes,Yes,Yes,Yes,True,True,True,True,True,True,90,85,"This study investigates the impact of an electronic asthma action plan (eAAP) decision support tool integrated into the Electronic Health Record (EHR) system. The tool was designed to provide real-time, guideline-based decision support to healthcare providers and create personalized patient handouts. The study measured the outcomes of patients receiving the eAAP, particularly focusing on reductions in asthma exacerbations, hospital visits, and oral steroid use. Results indicated that children who received the eAAP had significantly fewer exacerbations, fewer oral steroid prescriptions, and a lower likelihood of asthma-related emergency visits. The tool was successfully integrated across multiple practices within the healthcare system, showing promise in improving patient outcomes and asthma management.","In this context, actionability refers to the ability of patients and providers to use the asthma action plan to take appropriate actions in managing asthma. The eAAP provides actionable information by offering tailored recommendations for asthma management, outlining daily medications, recognizing symptom changes, and guiding patients on when to seek medical care. 

> fiActionable information in the eAAP is delivered through clear, individualized instructions, empowering patients to manage their asthma effectivelyfl (p. 5). 

> fiActionability is achieved by providing patients with a structured plan that includes clear instructions on what to do in the event of worsening asthma symptomsfl (p. 6).","The authors identify several key factors that contribute to making asthma management actionable:

- **Clear Instructions:** Detailed guidance on what actions to take in different scenarios (e.g., daily medication, when to use rescue medication, when to seek urgent care). 

- **Personalization:** The tool tailors the plan to each patient, ensuring that the instructions are relevant to their specific asthma severity and medication requirements. 

- **Ease of Use:** The tool is embedded within the EHR, allowing for seamless integration into the workflow, thus reducing barriers to implementation. 

> fiActionability is facilitated when patients receive tailored, clear, and contextually relevant recommendations, which are easy to implement within their daily routinesfl (p. 7). 

> fiThe eAAP's integration into the EHR allows for a streamlined and efficient process that ensures providers can easily offer actionable recommendationsfl (p. 8).",,[],[],"[('fiActionability is facilitated when patients receive tailored, clear, and contextually relevant recommendations, which are easy to implement within their daily routinesfl (p. 7).', ''), (""fiThe eAAP's integration into the EHR allows for a streamlined and efficient process that ensures providers can easily offer actionable recommendationsfl (p. 8)."", '')]",[],[],Healthcare / Clinical
The GuideLine Implementability Appraisal (GLIA): Development of an instrument to identify obstacles to guideline implementation,2005,Medical Informatics / Health Services Research,Clinical Practice Guideline Implementation,Eligible,Yes,No,Yes,Yes,Yes,Yes,True,True,True,False,True,True,92,90,"This paper introduces the GuideLine Implementability Appraisal (GLIA), an instrument designed to identify intrinsic obstacles to the successful implementation of clinical practice guidelines. The authors define ""implementability"" as characteristics predicting the ease or difficulty of translating recommendations into practice. Drawing from literature, expert consensus, and existing guideline appraisal tools, the authors distilled 31 items across 10 dimensions, such as Decidability, Executability, and Novelty/Innovation. The instrument was refined through validation steps including expert ranking exercises, content validity assessment, and application to real-world draft guidelines (e.g., otitis media with effusion). GLIA proved useful in revealing ambiguities, feasibility challenges, and alignment issues, enabling developers to revise recommendations for greater clarity and feasibility. The authors argue that GLIA can improve both selection and operationalization of guidelines, potentially leading to better adherence and patient outcomes.

---","> fiImplementability refers to a set of characteristics that predict the relative ease of implementation of guideline recommendations.fl (p. 3)

---","- **Clarity of what to do (Executability)** 

 > fiAny recommendation that does not clearly communicate what to do - is not fully ready for implementation.fl (p. 6) 

- **Clarity of when to do it (Decidability)** 

 > fiAny recommendation that does not clearly communicate - when to do it - is not fully ready for implementation.fl (p. 6) 

- **Compatibility with existing processes and beliefs** 

 > fi- may not be compatible with existing attitudes and beliefs of the guideline™s intended users -fl (p. 5) 

- **Feasibility in terms of resources** 

 > fi- requires acquisition of new equipment for many providers -fl (p. 5)

---","- **Framework/Approach Name(s):** GLIA (GuideLine Implementability Appraisal) 

- **Methods/Levers:** Identification of barriers via structured criteria across 10 dimensions. 

- **Operational Steps / Workflow:** Apply 9 of 10 dimensions to each recommendation; record failed criteria; suggest remedies; reach consensus among raters. 

- **Data & Measures:** 31 items with 4-point response options (Y/N/?/NA). 

- **Implementation Context:** Clinical practice guidelines in healthcare (tested on otitis media guideline). 

> fiGLIA proved to be useful in identifying barriers to implementation in the draft guideline and the guideline was revised accordingly.fl (p. 2)

---",[],[],"[('fiAny recommendation that does not clearly communicate what to do - is not fully ready for implementation.fl', '(p. 6)'), ('fiAny recommendation that does not clearly communicate - when to do it - is not fully ready for implementation.fl', '(p. 6)'), ('fi- may not be compatible with existing attitudes and beliefs of the guideline™s intended users -fl', '(p. 5)'), ('fi- requires acquisition of new equipment for many providers -fl', '(p. 5)')]",[],[],Healthcare / Clinical
Knowledge Generation Model for Visual Analytics,2014,Visual Analytics / Computer Science,"Knowledge Generation, Human-Computer Interaction, Sensemaking Models",Eligible,No,Yes,No,Yes,Yes,Yes,True,True,True,True,True,True,88,82,"The paper proposes an extended *Knowledge Generation Model* for visual analytics that unites system-based process models with human reasoning frameworks. It integrates data, models, and visualizations on the computational side with abductive, deductive, and inductive reasoning on the human side, organized into three feedback loops: exploration, verification, and knowledge generation. The model aims to improve understanding of how visual analytics tools support reasoning and decision-making, provide a common language for researchers, and identify gaps in tool support. The authors apply the model to real systems, illustrating its evaluative potential. Comparative analysis of Jigsaw, Knime, Tableau, and HARVEST shows varied strengths in supporting different loops. The discussion covers collaborative use, streaming data contexts, and opportunities for automated support.

---","Implicitly: Actionability is tied to the ability of visual analytics processes and systems to produce knowledge that supports complex decision-making through iterative humanŒmachine interaction.

---","- **Contextual relevance of data:** 

 > fi-must be representative and related to the analytical problem-fl (p. 3) 

- **Interpretability in problem domain:** 

 > fi-interpret them in the context of the problem domainfl (p. 4) 

- **Evidence quality and trustworthiness:** 

 > fiThe evidence has different qualities, which directly affects the trustworthiness of the concluded knowledge.fl (p. 5) 

---","- **Framework/Approach Name(s):** Knowledge Generation Model for Visual Analytics 

- **Methods/Levers:** Integration of computational processes (data, models, visualizations) with human reasoning loops (exploration, verification, knowledge generation) 

- **Operational Steps / Workflow:** Iterative cycles of actions, findings, hypotheses, insights, and knowledge; mapping of actions to visual or model components; feedback loops for reasoning refinement 

- **Data & Measures:** Use of representative, high-quality data; provenance metadata for trust assessment 

- **Implementation Context:** Applied to multiple visual analytics systems (Jigsaw, Knime, Tableau, HARVEST) for comparative evaluation 

> fiOur model- provides a useful guideline when developing and evaluating such systems.fl (p. 2) 

---",[],"[('fi-to support complex decision making and data explorationfl', '(p. 2)'), ('fi-valuable for future research to have an integrated framework of all processes and models relevant for knowledge generation with visual analyticsfl', '(p. 2)')]","[('fi-must be representative and related to the analytical problem-fl', '(p. 3)'), ('fi-interpret them in the context of the problem domainfl', '(p. 4)'), ('fiThe evidence has different qualities, which directly affects the trustworthiness of the concluded knowledge.fl', '(p. 5)')]",[],[],Process Mining / BPM
